1
71 0
1200 1209.508545 203.074310 1778.921753 -0.597103 0.118034 -0.793433 0.236386 0.971084 -0.033432 1.000000 0.482000 1.000000 1.000000 0.940000 68.400002 0.471239 1.570796 
1240 1090.089600 226.681473 1620.235229 -0.633262 -0.086991 -0.769033 0.106721 0.974355 -0.198097 1.000000 0.517000 1.000000 1.000000 0.940000 68.000000 0.471239 1.570796 
1280 887.446289 198.844559 1374.141479 -0.633262 -0.086991 -0.769033 0.106721 0.974355 -0.198097 1.000000 0.560000 1.000000 1.000000 0.940000 68.000000 0.471239 1.570796 
1320 808.940063 168.413651 1182.167969 -0.216977 -0.196764 -0.956141 0.106721 0.974355 -0.198097 1.000000 0.622000 1.000000 1.000000 0.930000 68.000000 0.471239 1.570796 
1360 835.701111 114.488945 931.348816 0.395295 -0.185171 -0.899696 0.090986 0.982546 -0.162248 1.000000 0.781000 1.000000 1.000000 0.930000 68.000000 0.471239 1.570796 
1400 940.745850 68.207481 692.393311 0.401873 -0.096112 -0.910637 0.055089 0.995213 -0.080728 1.000000 0.810000 1.000000 1.000000 0.935000 68.000000 0.471239 1.570796 
1440 989.000000 47.543388 496.607239 -0.398710 -0.052198 -0.915590 0.055089 0.995213 -0.080728 1.000000 0.810000 1.000000 1.000000 0.938000 68.000000 0.471239 1.570796 
1480 934.780579 46.298515 359.770081 -0.776968 0.065168 -0.626158 0.100258 0.994742 -0.020879 1.000000 0.810000 1.000000 1.000000 0.940000 67.400002 0.471239 1.570796 
1520 854.216919 60.948143 294.043823 -0.881310 0.206645 -0.424959 0.196293 0.978750 0.059309 1.000000 0.810000 1.000000 1.000000 0.950000 56.000000 0.471239 1.570796 
1560 726.426819 90.911690 232.425018 -0.897747 0.342091 -0.277531 0.303961 0.945983 0.112796 1.000000 0.810000 1.000000 1.000000 0.960000 52.000000 0.471239 1.570796 
1600 632.163940 126.831284 203.284378 -0.928333 0.337195 -0.156514 0.256417 0.922707 0.287857 1.000000 0.797000 1.000000 1.000000 0.960000 52.000000 0.492000 1.570796 
1640 600.000000 130.699997 203.284378 -0.939917 0.341403 0.000000 0.256417 0.922707 0.287857 1.000000 0.728000 1.000000 1.000000 0.960000 50.700001 0.503000 1.570796 
1680 589.000000 163.922714 186.068008 -0.923386 0.162832 0.347625 0.256417 0.922707 0.287857 1.000000 0.655000 1.000000 1.000000 0.960000 43.000000 0.540000 1.620000 
1720 637.623413 181.643417 218.105972 -0.813638 0.093567 0.573792 0.296682 0.921925 0.249066 1.000000 0.500000 1.000000 1.000000 0.925000 14.000000 0.600000 1.700000 
1760 681.000000 185.905121 281.000000 -0.688544 -0.159043 0.707540 0.285309 0.943581 0.168090 1.000000 0.222000 1.000000 1.000000 0.770000 5.000000 0.694000 1.820000 
1800 773.000000 157.000000 427.688934 -0.610671 -0.146718 0.778174 0.237078 0.971383 0.014481 1.000000 0.177000 1.000000 1.000000 0.470000 2.000000 0.779000 2.000000 
1840 826.000000 157.000000 427.688934 -0.474723 -0.181732 0.861169 0.237078 0.971383 0.014481 1.000000 0.177000 1.000000 1.000000 0.300000 3.000000 0.779000 2.000000 
1880 921.000000 107.000000 561.000000 -0.537528 0.056844 0.841328 0.023236 0.994101 -0.105935 1.000000 0.190000 1.000000 1.000000 0.370000 2.000000 0.845000 2.300000 
1920 1035.000000 68.000000 620.000000 -0.530769 0.072070 0.844447 -0.008627 0.994450 -0.104859 1.000000 0.188000 1.000000 1.000000 0.270000 3.000000 0.893000 2.387610 
1960 1081.000000 55.000000 636.724426 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.192000 1.000000 1.000000 0.219000 4.000000 0.915000 2.387610 
2000 1102.991699 36.400002 636.724426 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.196000 1.000000 1.000000 0.210000 4.000000 0.960000 2.387610 
2060 1102.991699 35.465332 636.724426 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.188000 1.000000 1.000000 0.210000 4.000000 1.003000 2.387610 
2120 1102.991699 35.465332 636.724426 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.169000 1.000000 1.000000 0.210000 4.000000 1.051000 2.387610 
2180 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.154000 1.000000 1.000000 0.211000 4.000000 1.098000 2.387610 
2240 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.140000 1.000000 1.000000 0.275000 4.000000 1.139000 2.387610 
2300 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.130000 1.000000 1.000000 0.400000 3.000000 1.212000 2.387610 
2360 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.120000 1.000000 1.000000 0.500000 3.200000 1.293000 2.387610 
2420 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.117000 1.000000 1.000000 0.550000 3.500000 1.382301 2.387610 
2480 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.116000 1.000000 1.000000 0.584000 3.500000 1.429425 2.387610 
2540 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.122000 1.000000 1.000000 0.611000 3.500000 1.476549 2.387610 
2600 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.140000 1.000000 1.000000 0.630000 3.500000 1.507964 2.387610 
2660 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.140000 1.000000 1.000000 0.590000 3.500000 1.507964 2.387610 
2720 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.140000 1.000000 1.000000 0.570000 3.500000 1.507964 2.387610 
2780 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.140000 1.000000 1.000000 0.550000 3.000000 1.507964 2.387610 
2840 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.140000 1.000000 1.000000 0.500000 2.500000 1.507964 2.387610 
2900 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.140000 1.000000 1.000000 0.450000 2.000000 1.507964 2.387610 
2940 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.140000 1.000000 1.000000 0.450000 1.500000 1.507964 2.387610 
2980 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.140000 1.000000 1.000000 0.450000 1.000000 1.507964 2.387610 
3020 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.140000 1.000000 1.000000 0.450000 0.500000 1.507964 2.387610 
3060 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.140000 1.000000 1.000000 0.450000 0.000000 1.507964 2.387610 
3100 1105.984863 34.989159 631.962341 -0.530256 0.084358 0.843631 -0.008627 0.994450 -0.104859 1.000000 0.140000 1.000000 1.000000 0.450000 0.000000 1.507964 2.387610 
